log_id,product_id,change_type,quantity,unit_cost,log_date,reference_id,reference_type
9369,114,OUT,5,4266.28,2025-05-01,1447,SALE
9370,231,OUT,6,214.45,2025-05-01,1448,SALE
9371,291,OUT,10,742.35,2025-05-01,1448,SALE
9372,444,OUT,1,1315.79,2025-05-01,1448,SALE
9373,287,OUT,3,3923.15,2025-05-01,1448,SALE
9374,457,OUT,4,1148.84,2025-05-01,1449,SALE
9375,323,OUT,3,1488.49,2025-05-01,1453,SALE
9376,496,OUT,10,2820.74,2025-05-01,1453,SALE
9377,323,OUT,9,1488.49,2025-05-01,1453,SALE
9378,234,OUT,9,1723.84,2025-05-01,1453,SALE
9379,408,OUT,1,439.74,2025-05-01,1454,SALE
9380,344,OUT,2,1490.36,2025-05-01,1454,SALE
9381,408,OUT,1,439.74,2025-05-01,1454,SALE
9382,11,OUT,4,2246.88,2025-05-01,1455,SALE
9383,191,OUT,4,4432.01,2025-05-01,1455,SALE
9384,370,OUT,4,4285.89,2025-05-02,1458,SALE
9385,382,OUT,9,4926.94,2025-05-02,1458,SALE
9386,353,OUT,3,1957.42,2025-05-02,1458,SALE
9387,64,OUT,4,2748.41,2025-05-02,1458,SALE
9388,408,OUT,5,439.74,2025-05-02,1459,SALE
9389,408,OUT,6,439.74,2025-05-02,1459,SALE
9390,220,OUT,6,2017.06,2025-05-02,1459,SALE
9391,291,OUT,2,742.35,2025-05-02,1460,SALE
9392,291,OUT,4,742.35,2025-05-02,1460,SALE
9393,143,OUT,1,3326.57,2025-05-02,1462,SALE
9394,130,OUT,1,519.0,2025-05-02,1462,SALE
9395,330,OUT,8,4291.12,2025-05-02,1462,SALE
9396,246,OUT,9,2188.2,2025-05-02,1463,SALE
9397,323,OUT,4,1488.49,2025-05-02,1464,SALE
9398,323,OUT,3,4045.23,2025-05-02,1464,SALE
9399,334,OUT,10,295.38,2025-05-02,1464,SALE
9400,99,OUT,4,1531.87,2025-05-02,1464,SALE
9401,336,OUT,9,356.69,2025-05-03,1465,SALE
9402,187,OUT,5,471.07,2025-05-03,1465,SALE
9403,287,OUT,1,3923.15,2025-05-03,1465,SALE
9404,311,OUT,4,1848.47,2025-05-03,1466,SALE
9405,432,OUT,9,1658.88,2025-05-03,1466,SALE
9406,340,OUT,7,4132.29,2025-05-03,1466,SALE
9407,359,OUT,7,3759.8,2025-05-03,1466,SALE
9408,110,OUT,6,2483.67,2025-05-03,1466,SALE
9409,390,OUT,7,348.75,2025-05-03,1467,SALE
9410,390,OUT,3,348.75,2025-05-03,1467,SALE
9411,390,OUT,2,348.75,2025-05-03,1467,SALE
9412,106,OUT,3,4526.84,2025-05-03,1468,SALE
9413,394,OUT,1,3194.69,2025-05-03,1468,SALE
9414,106,OUT,3,4526.84,2025-05-03,1468,SALE
9415,121,OUT,8,154.25,2025-05-03,1469,SALE
9416,424,OUT,1,3596.93,2025-05-03,1469,SALE
9417,478,OUT,10,4595.54,2025-05-03,1469,SALE
9418,55,OUT,8,4972.08,2025-05-03,1469,SALE
9419,19,OUT,4,2794.27,2025-05-03,1469,SALE
9420,273,OUT,10,3065.75,2025-05-03,1470,SALE
9421,394,OUT,4,3194.69,2025-05-03,1470,SALE
9422,306,OUT,4,4774.69,2025-05-03,1470,SALE
9423,273,OUT,9,3065.75,2025-05-03,1470,SALE
9424,446,OUT,1,3522.93,2025-05-03,1471,SALE
9425,201,OUT,7,3645.14,2025-05-03,1472,SALE
9426,497,OUT,7,1973.04,2025-05-03,1472,SALE
9427,497,OUT,3,1973.04,2025-05-03,1472,SALE
9428,218,OUT,10,3756.53,2025-05-03,1472,SALE
9429,232,OUT,4,3783.56,2025-05-03,1473,SALE
9430,42,OUT,2,4891.74,2025-05-03,1473,SALE
9431,42,OUT,5,4891.74,2025-05-03,1473,SALE
9432,259,OUT,7,555.27,2025-05-03,1474,SALE
9433,340,OUT,4,4132.29,2025-05-03,1475,SALE
9434,293,OUT,5,4419.72,2025-05-03,1475,SALE
9435,120,OUT,6,2256.75,2025-05-03,1476,SALE
9436,409,OUT,4,3294.27,2025-05-03,1476,SALE
9437,413,OUT,4,885.46,2025-05-03,1476,SALE
9438,459,OUT,7,1776.43,2025-05-03,1476,SALE
9439,70,OUT,1,2497.8,2025-05-03,1478,SALE
9440,382,OUT,6,4926.94,2025-05-03,1478,SALE
9441,432,OUT,3,1658.88,2025-05-03,1478,SALE
9442,153,OUT,10,4334.2,2025-05-03,1479,SALE
9443,382,OUT,1,4926.94,2025-05-03,1479,SALE
9444,347,OUT,9,3569.22,2025-05-03,1479,SALE
9445,399,OUT,9,733.54,2025-05-03,1479,SALE
9446,336,OUT,4,356.69,2025-05-03,1480,SALE
9447,227,OUT,5,3798.42,2025-05-03,1480,SALE
9448,38,OUT,9,2332.62,2025-05-03,1480,SALE
9449,485,OUT,1,2123.51,2025-05-04,1481,SALE
9450,100,OUT,1,4493.15,2025-05-04,1481,SALE
9451,100,OUT,2,4493.15,2025-05-04,1481,SALE
9452,252,OUT,6,3432.79,2025-05-04,1481,SALE
9453,233,OUT,5,3847.02,2025-05-04,1485,SALE
9454,233,OUT,4,3847.02,2025-05-04,1485,SALE
9455,100,OUT,1,4493.15,2025-05-04,1485,SALE
9456,282,OUT,3,3094.65,2025-05-04,1485,SALE
9457,410,OUT,8,374.54,2025-05-04,1486,SALE
9458,146,OUT,9,3466.28,2025-05-04,1486,SALE
9459,435,OUT,5,1714.06,2025-05-04,1487,SALE
9460,280,OUT,5,4708.22,2025-05-04,1487,SALE
9461,435,OUT,5,4099.18,2025-05-04,1487,SALE
9462,341,OUT,6,3960.48,2025-05-04,1487,SALE
9463,444,OUT,9,1315.79,2025-05-04,1488,SALE
9464,444,OUT,7,1315.79,2025-05-04,1488,SALE
9465,427,OUT,8,2637.83,2025-05-04,1488,SALE
9466,427,OUT,9,2637.83,2025-05-04,1488,SALE
9467,81,OUT,4,4929.53,2025-05-04,1489,SALE
9468,304,OUT,5,392.13,2025-05-04,1489,SALE
9469,45,OUT,2,1958.53,2025-05-04,1490,SALE
9470,405,OUT,4,2321.31,2025-05-04,1490,SALE
9471,45,OUT,10,1958.53,2025-05-04,1490,SALE
9472,101,OUT,9,3753.83,2025-05-04,1490,SALE
9473,177,OUT,5,1602.37,2025-05-04,1491,SALE
9474,133,OUT,5,4763.09,2025-05-04,1491,SALE
9475,51,OUT,7,749.95,2025-05-04,1492,SALE
9476,218,OUT,10,3756.53,2025-05-04,1493,SALE
9477,218,OUT,6,3756.53,2025-05-04,1493,SALE
9478,218,OUT,10,3756.53,2025-05-04,1493,SALE
9479,137,OUT,5,4611.13,2025-05-04,1493,SALE
9480,218,OUT,4,3756.53,2025-05-04,1493,SALE
9481,172,OUT,1,1612.47,2025-05-04,1494,SALE
9482,67,OUT,10,1270.45,2025-05-04,1494,SALE
9483,31,OUT,1,1239.48,2025-05-04,1494,SALE
9484,2,OUT,4,4177.88,2025-05-04,1494,SALE
9485,67,OUT,4,1270.45,2025-05-04,1494,SALE
9486,362,OUT,1,771.59,2025-05-04,1496,SALE
9487,373,OUT,2,1543.25,2025-05-04,1496,SALE
9488,21,OUT,10,1301.59,2025-05-04,1496,SALE
9489,262,OUT,4,1086.31,2025-05-04,1496,SALE
9490,462,OUT,4,1390.21,2025-05-05,1497,SALE
9491,96,OUT,2,3393.75,2025-05-05,1497,SALE
9492,269,OUT,9,1824.08,2025-05-05,1497,SALE
9493,471,OUT,3,4116.68,2025-05-05,1497,SALE
9494,70,OUT,6,2497.8,2025-05-05,1497,SALE
9495,484,OUT,2,153.41,2025-05-05,1498,SALE
9496,138,OUT,8,864.53,2025-05-05,1498,SALE
9497,77,OUT,5,3269.4,2025-05-05,1499,SALE
9498,498,OUT,9,388.44,2025-05-05,1500,SALE
9499,213,OUT,10,3085.49,2025-05-05,1500,SALE
9500,449,OUT,3,2600.24,2025-05-05,1500,SALE
9501,180,OUT,1,1051.17,2025-05-05,1501,SALE
9502,19,OUT,8,2794.27,2025-05-05,1501,SALE
9503,346,OUT,3,2695.02,2025-05-05,1501,SALE
9504,437,OUT,2,4911.87,2025-05-05,1502,SALE
9505,478,OUT,8,4595.54,2025-05-05,1502,SALE
9506,13,OUT,4,1721.99,2025-05-05,1502,SALE
9507,337,OUT,1,267.55,2025-05-05,1502,SALE
9508,237,OUT,6,2899.99,2025-05-05,1505,SALE
9509,150,OUT,10,4027.09,2025-05-05,1505,SALE
9510,204,OUT,2,4064.29,2025-05-05,1505,SALE
9511,479,OUT,4,4376.41,2025-05-05,1505,SALE
9512,482,OUT,1,1558.1,2025-05-05,1506,SALE
9513,112,OUT,10,1692.86,2025-05-05,1506,SALE
9514,353,OUT,6,1957.42,2025-05-05,1507,SALE
9515,355,OUT,10,922.54,2025-05-05,1508,SALE
9516,220,OUT,8,2017.06,2025-05-06,1509,SALE
9517,86,OUT,2,2795.67,2025-05-06,1509,SALE
9518,248,OUT,10,4818.43,2025-05-06,1509,SALE
9519,91,OUT,10,1198.88,2025-05-06,1509,SALE
9520,346,OUT,3,2695.02,2025-05-06,1510,SALE
9521,444,OUT,4,1315.79,2025-05-06,1510,SALE
9522,310,OUT,10,2593.32,2025-05-06,1512,SALE
9523,126,OUT,10,2417.72,2025-05-06,1512,SALE
9524,371,OUT,9,4712.78,2025-05-06,1512,SALE
9525,29,OUT,4,484.78,2025-05-06,1512,SALE
9526,426,OUT,10,4610.61,2025-05-06,1513,SALE
9527,407,OUT,5,3220.38,2025-05-06,1513,SALE
9528,485,OUT,3,2123.51,2025-05-06,1513,SALE
9529,66,OUT,1,974.78,2025-05-06,1513,SALE
9530,280,OUT,1,4708.22,2025-05-06,1513,SALE
9531,109,OUT,10,1234.71,2025-05-06,1515,SALE
9532,175,OUT,1,2127.56,2025-05-06,1516,SALE
9533,409,OUT,3,3294.27,2025-05-06,1517,SALE
9534,389,OUT,5,1116.58,2025-05-06,1517,SALE
9535,470,OUT,6,695.25,2025-05-06,1517,SALE
9536,389,OUT,9,1116.58,2025-05-06,1517,SALE
9537,389,OUT,6,1116.58,2025-05-06,1517,SALE
9538,81,OUT,1,4929.53,2025-05-06,1518,SALE
9539,31,OUT,8,1239.48,2025-05-06,1518,SALE
9540,425,OUT,6,390.3,2025-05-06,1518,SALE
9541,319,OUT,1,4857.64,2025-05-06,1520,SALE
9542,365,OUT,10,3307.11,2025-05-06,1521,SALE
9543,31,OUT,1,1239.48,2025-05-06,1521,SALE
9544,453,OUT,9,3090.92,2025-05-06,1521,SALE
9545,437,OUT,9,4911.87,2025-05-06,1521,SALE
9546,171,OUT,9,1940.44,2025-05-07,1522,SALE
9547,376,OUT,9,415.76,2025-05-07,1523,SALE
9548,12,OUT,5,2518.78,2025-05-07,1523,SALE
9549,171,OUT,6,1940.44,2025-05-07,1523,SALE
9550,365,OUT,1,3307.11,2025-05-07,1523,SALE
9551,240,OUT,2,136.59,2025-05-07,1524,SALE
9552,58,OUT,8,2045.73,2025-05-07,1524,SALE
9553,110,OUT,6,2483.67,2025-05-07,1524,SALE
9554,401,OUT,4,2920.65,2025-05-07,1524,SALE
9555,417,OUT,2,726.23,2025-05-07,1525,SALE
9556,42,OUT,6,4891.74,2025-05-07,1525,SALE
9557,416,OUT,4,333.81,2025-05-07,1525,SALE
9558,197,OUT,4,3037.42,2025-05-07,1525,SALE
9559,302,OUT,5,4193.78,2025-05-07,1525,SALE
9560,52,OUT,4,4058.73,2025-05-07,1526,SALE
9561,126,OUT,9,2417.72,2025-05-07,1526,SALE
9562,26,OUT,8,3291.22,2025-05-07,1527,SALE
9563,137,OUT,3,4611.13,2025-05-07,1527,SALE
9564,278,OUT,2,2497.67,2025-05-07,1527,SALE
9565,245,OUT,1,1225.51,2025-05-07,1527,SALE
9566,5,OUT,2,4791.97,2025-05-07,1527,SALE
9567,93,OUT,6,3926.18,2025-05-07,1528,SALE
9568,115,OUT,3,2098.81,2025-05-07,1530,SALE
9569,99,OUT,9,1531.87,2025-05-07,1530,SALE
9570,315,OUT,5,1968.31,2025-05-07,1530,SALE
9571,139,OUT,9,4678.46,2025-05-07,1530,SALE
9572,380,OUT,1,937.32,2025-05-07,1531,SALE
9573,284,OUT,9,954.44,2025-05-07,1531,SALE
9574,8,OUT,4,3654.73,2025-05-07,1531,SALE
9575,95,OUT,7,2611.69,2025-05-07,1531,SALE
9576,278,OUT,5,2497.67,2025-05-07,1532,SALE
9577,58,OUT,5,2045.73,2025-05-07,1532,SALE
9578,487,OUT,10,468.28,2025-05-07,1532,SALE
9579,146,OUT,5,3466.28,2025-05-07,1532,SALE
9580,94,OUT,3,1693.47,2025-05-07,1532,SALE
9581,134,OUT,5,3025.22,2025-05-07,1535,SALE
9582,180,OUT,4,1051.17,2025-05-07,1535,SALE
9583,448,OUT,4,725.9,2025-05-07,1535,SALE
9584,134,OUT,1,3025.22,2025-05-07,1535,SALE
9585,200,OUT,4,670.08,2025-05-07,1536,SALE
9586,149,OUT,6,1642.27,2025-05-08,1539,SALE
9587,62,OUT,5,1081.9,2025-05-08,1539,SALE
9588,49,OUT,10,507.31,2025-05-08,1539,SALE
9589,49,OUT,10,507.31,2025-05-08,1539,SALE
9590,149,OUT,8,1642.27,2025-05-08,1539,SALE
9591,66,OUT,4,974.78,2025-05-08,1540,SALE
9592,339,OUT,6,4606.99,2025-05-08,1540,SALE
9593,478,OUT,10,4595.54,2025-05-08,1541,SALE
9594,112,OUT,5,1692.86,2025-05-08,1541,SALE
9595,340,OUT,10,4132.29,2025-05-08,1542,SALE
9596,474,OUT,4,2355.6,2025-05-08,1542,SALE
9597,209,OUT,7,3438.74,2025-05-08,1542,SALE
9598,58,OUT,2,2045.73,2025-05-08,1542,SALE
9599,453,OUT,7,3090.92,2025-05-08,1542,SALE
9600,499,OUT,4,1327.45,2025-05-08,1543,SALE
9601,348,OUT,5,255.83,2025-05-08,1543,SALE
9602,67,OUT,1,1270.45,2025-05-08,1544,SALE
9603,51,OUT,5,749.95,2025-05-08,1545,SALE
9604,467,OUT,1,1170.6,2025-05-08,1545,SALE
9605,300,OUT,5,918.46,2025-05-08,1545,SALE
9606,311,OUT,9,1848.47,2025-05-08,1545,SALE
9607,168,OUT,6,4581.57,2025-05-08,1545,SALE
9608,75,OUT,6,4252.57,2025-05-08,1546,SALE
9609,298,OUT,6,691.74,2025-05-08,1546,SALE
9610,486,OUT,1,2508.0,2025-05-08,1546,SALE
9611,455,OUT,9,1749.16,2025-05-08,1546,SALE
9612,156,OUT,4,1703.1,2025-05-08,1546,SALE
9613,190,OUT,5,224.3,2025-05-08,1547,SALE
9614,203,OUT,7,1554.17,2025-05-08,1548,SALE
9615,102,OUT,4,4131.48,2025-05-08,1548,SALE
9616,102,OUT,1,4131.48,2025-05-08,1548,SALE
9617,74,OUT,4,3819.65,2025-05-08,1549,SALE
9618,265,OUT,5,1394.86,2025-05-08,1551,SALE
9619,330,OUT,5,4291.12,2025-05-09,1552,SALE
9620,10,OUT,4,576.46,2025-05-09,1552,SALE
9621,369,OUT,1,4778.44,2025-05-09,1553,SALE
9622,19,OUT,10,2794.27,2025-05-09,1553,SALE
9623,449,OUT,10,2600.24,2025-05-09,1553,SALE
9624,404,OUT,8,4461.84,2025-05-09,1554,SALE
9625,220,OUT,4,2017.06,2025-05-09,1554,SALE
9626,442,OUT,1,2072.05,2025-05-09,1554,SALE
9627,458,OUT,10,3544.62,2025-05-09,1554,SALE
9628,442,OUT,2,2072.05,2025-05-09,1554,SALE
9629,199,OUT,9,3531.55,2025-05-09,1555,SALE
9630,433,OUT,3,430.42,2025-05-09,1555,SALE
9631,433,OUT,9,430.42,2025-05-09,1555,SALE
9632,424,OUT,8,3596.93,2025-05-09,1555,SALE
9633,417,OUT,7,726.23,2025-05-09,1555,SALE
9634,32,OUT,5,1678.18,2025-05-09,1556,SALE
9635,274,OUT,3,858.6,2025-05-09,1556,SALE
9636,26,OUT,9,3291.22,2025-05-09,1556,SALE
9637,226,OUT,6,3570.0,2025-05-09,1556,SALE
9638,414,OUT,9,2196.09,2025-05-09,1557,SALE
9639,451,OUT,7,3913.86,2025-05-09,1557,SALE
9640,203,OUT,1,1554.17,2025-05-09,1558,SALE
9641,105,OUT,6,647.35,2025-05-09,1558,SALE
9642,422,OUT,6,3422.53,2025-05-09,1559,SALE
9643,4,OUT,5,1649.53,2025-05-09,1559,SALE
9644,4,OUT,3,3008.42,2025-05-09,1559,SALE
9645,35,OUT,2,1852.53,2025-05-09,1559,SALE
9646,78,OUT,3,2966.45,2025-05-09,1559,SALE
9647,416,OUT,3,333.81,2025-05-09,1559,SALE
9648,472,OUT,1,3542.54,2025-05-09,1560,SALE
9649,472,OUT,3,3542.54,2025-05-09,1560,SALE
9650,472,OUT,2,237.69,2025-05-09,1560,SALE
9651,340,OUT,2,4132.29,2025-05-09,1561,SALE
9652,50,OUT,7,4692.32,2025-05-09,1562,SALE
9653,52,OUT,9,4058.73,2025-05-09,1562,SALE
9654,24,OUT,1,4710.02,2025-05-09,1562,SALE
9655,99,OUT,10,1531.87,2025-05-09,1562,SALE
9656,450,OUT,3,1820.95,2025-05-09,1562,SALE
9657,305,OUT,3,1748.38,2025-05-09,1563,SALE
9658,296,OUT,3,4022.1,2025-05-09,1563,SALE
9659,91,OUT,4,1198.88,2025-05-09,1563,SALE
9660,168,OUT,7,4581.57,2025-05-10,1564,SALE
9661,378,OUT,10,3768.07,2025-05-10,1565,SALE
9662,297,OUT,9,4496.08,2025-05-10,1566,SALE
9663,259,OUT,10,555.27,2025-05-10,1566,SALE
9664,107,OUT,4,1362.31,2025-05-10,1566,SALE
9665,427,OUT,6,2637.83,2025-05-10,1566,SALE
9666,33,OUT,9,607.12,2025-05-10,1566,SALE
9667,161,OUT,10,4067.84,2025-05-10,1567,SALE
9668,127,OUT,2,3351.1,2025-05-10,1567,SALE
9669,190,OUT,2,224.3,2025-05-10,1567,SALE
9670,126,OUT,2,2417.72,2025-05-10,1567,SALE
9671,126,OUT,3,670.94,2025-05-10,1567,SALE
9672,190,OUT,10,224.3,2025-05-10,1567,SALE
9673,461,OUT,1,1570.62,2025-05-10,1568,SALE
9674,383,OUT,7,4329.6,2025-05-10,1570,SALE
9675,109,OUT,6,1234.71,2025-05-10,1570,SALE
9676,284,OUT,7,954.44,2025-05-10,1570,SALE
9677,387,OUT,4,4628.16,2025-05-10,1570,SALE
9678,256,OUT,3,2956.04,2025-05-10,1570,SALE
9679,313,OUT,7,278.04,2025-05-10,1571,SALE
9680,483,OUT,8,4457.46,2025-05-10,1571,SALE
9681,496,OUT,10,2820.74,2025-05-10,1571,SALE
9682,8,OUT,4,3654.73,2025-05-10,1571,SALE
9683,424,OUT,7,3596.93,2025-05-10,1571,SALE
9684,132,OUT,9,1638.16,2025-05-10,1572,SALE
9685,157,OUT,4,4549.08,2025-05-10,1573,SALE
9686,1,OUT,7,2824.28,2025-05-10,1573,SALE
9687,393,OUT,10,4420.35,2025-05-10,1573,SALE
9688,1,OUT,5,2824.28,2025-05-10,1573,SALE
9689,149,OUT,8,1642.27,2025-05-10,1575,SALE
9690,80,OUT,2,2341.1,2025-05-10,1577,SALE
9691,397,OUT,10,2635.61,2025-05-10,1577,SALE
9692,381,OUT,1,1202.24,2025-05-10,1577,SALE
9693,377,OUT,1,2822.75,2025-05-10,1577,SALE
9694,139,OUT,2,4678.46,2025-05-10,1577,SALE
9695,130,OUT,9,519.0,2025-05-10,1578,SALE
9696,333,OUT,2,3263.11,2025-05-11,1579,SALE
9697,453,OUT,4,3090.92,2025-05-11,1579,SALE
9698,283,OUT,8,1363.19,2025-05-11,1580,SALE
9699,463,OUT,9,2105.54,2025-05-11,1580,SALE
9700,303,OUT,2,138.21,2025-05-11,1580,SALE
9701,261,OUT,8,1751.2,2025-05-11,1581,SALE
9702,433,OUT,5,430.42,2025-05-11,1581,SALE
9703,261,OUT,5,1751.2,2025-05-11,1581,SALE
9704,261,OUT,9,1751.2,2025-05-11,1581,SALE
9705,475,OUT,8,1528.79,2025-05-11,1582,SALE
9706,27,OUT,8,1404.94,2025-05-11,1582,SALE
9707,474,OUT,2,2355.6,2025-05-11,1582,SALE
9708,427,OUT,10,2637.83,2025-05-11,1583,SALE
9709,260,OUT,7,2190.84,2025-05-11,1583,SALE
9710,78,OUT,7,2966.45,2025-05-11,1584,SALE
9711,24,OUT,3,4710.02,2025-05-11,1584,SALE
9712,204,OUT,2,4064.29,2025-05-11,1584,SALE
9713,152,OUT,6,4834.16,2025-05-11,1585,SALE
9714,152,OUT,9,4834.16,2025-05-11,1585,SALE
9715,152,OUT,4,4834.16,2025-05-11,1585,SALE
9716,152,OUT,1,4834.16,2025-05-11,1585,SALE
9717,152,OUT,7,4834.16,2025-05-11,1585,SALE
9718,254,OUT,1,3573.28,2025-05-11,1588,SALE
9719,247,OUT,5,4264.57,2025-05-11,1589,SALE
9720,307,OUT,2,4900.31,2025-05-11,1589,SALE
9721,40,OUT,1,478.64,2025-05-11,1589,SALE
9722,57,OUT,2,806.69,2025-05-11,1590,SALE
9723,455,OUT,1,1749.16,2025-05-11,1590,SALE
9724,384,OUT,1,2807.2,2025-05-11,1591,SALE
9725,416,OUT,10,333.81,2025-05-11,1591,SALE
9726,451,OUT,3,3913.86,2025-05-11,1591,SALE
9727,198,OUT,3,3665.96,2025-05-11,1592,SALE
9728,51,OUT,8,749.95,2025-05-11,1592,SALE
9729,297,OUT,6,4496.08,2025-05-11,1592,SALE
9730,64,OUT,1,2748.41,2025-05-11,1592,SALE
9731,261,OUT,5,1751.2,2025-05-11,1592,SALE
9732,470,OUT,4,695.25,2025-05-11,1593,SALE
9733,92,OUT,6,1096.1,2025-05-11,1593,SALE
9734,92,OUT,2,3362.66,2025-05-11,1593,SALE
9735,115,OUT,8,2098.81,2025-05-12,1594,SALE
9736,310,OUT,3,2593.32,2025-05-12,1594,SALE
9737,327,OUT,4,1953.95,2025-05-12,1594,SALE
9738,412,OUT,8,2652.82,2025-05-12,1594,SALE
9739,38,OUT,3,2332.62,2025-05-12,1596,SALE
9740,100,OUT,9,4493.15,2025-05-12,1596,SALE
9741,119,OUT,5,3050.09,2025-05-12,1596,SALE
9742,498,OUT,6,388.44,2025-05-12,1597,SALE
9743,402,OUT,5,203.96,2025-05-12,1597,SALE
9744,248,OUT,9,4818.43,2025-05-12,1597,SALE
9745,203,OUT,6,1554.17,2025-05-12,1598,SALE
9746,41,OUT,8,1228.17,2025-05-12,1598,SALE
9747,250,OUT,2,2529.66,2025-05-12,1598,SALE
9748,454,OUT,1,4275.15,2025-05-12,1599,SALE
9749,416,OUT,7,333.81,2025-05-12,1599,SALE
9750,145,OUT,2,2520.02,2025-05-12,1599,SALE
9751,490,OUT,3,4694.05,2025-05-13,1601,SALE
9752,342,OUT,10,621.6,2025-05-13,1601,SALE
9753,490,OUT,10,4694.05,2025-05-13,1601,SALE
9754,322,OUT,7,1990.98,2025-05-13,1604,SALE
9755,380,OUT,2,937.32,2025-05-13,1604,SALE
9756,76,OUT,5,4329.11,2025-05-13,1604,SALE
9757,154,OUT,7,861.99,2025-05-13,1604,SALE
9758,239,OUT,10,736.28,2025-05-13,1604,SALE
9759,262,OUT,7,1086.31,2025-05-13,1605,SALE
9760,66,OUT,2,974.78,2025-05-13,1605,SALE
9761,329,OUT,5,1194.95,2025-05-13,1605,SALE
9762,152,OUT,8,4834.16,2025-05-13,1608,SALE
9763,26,OUT,8,3291.22,2025-05-13,1609,SALE
9764,493,OUT,9,614.42,2025-05-13,1609,SALE
9765,31,OUT,3,1239.48,2025-05-13,1609,SALE
9766,223,OUT,6,2749.59,2025-05-13,1611,SALE
9767,223,OUT,2,2749.59,2025-05-13,1611,SALE
9768,287,OUT,8,3923.15,2025-05-13,1613,SALE
9769,312,OUT,3,3503.88,2025-05-13,1613,SALE
9770,267,OUT,1,4279.21,2025-05-14,1614,SALE
9771,84,OUT,2,3904.99,2025-05-14,1614,SALE
9772,74,OUT,5,3819.65,2025-05-14,1614,SALE
9773,354,OUT,9,2985.78,2025-05-14,1614,SALE
9774,227,OUT,1,3798.42,2025-05-14,1614,SALE
9775,362,OUT,2,771.59,2025-05-14,1615,SALE
9776,16,OUT,1,620.2,2025-05-14,1616,SALE
9777,309,OUT,2,2290.0,2025-05-14,1617,SALE
9778,11,OUT,6,2246.88,2025-05-14,1617,SALE
9779,346,OUT,10,2695.02,2025-05-14,1617,SALE
9780,326,OUT,7,112.39,2025-05-14,1617,SALE
9781,369,OUT,10,4778.44,2025-05-14,1618,SALE
9782,39,OUT,2,2818.66,2025-05-14,1619,SALE
9783,39,OUT,2,289.24,2025-05-14,1619,SALE
9784,419,OUT,3,1456.58,2025-05-14,1619,SALE
9785,109,OUT,8,1234.71,2025-05-14,1619,SALE
9786,297,OUT,5,4496.08,2025-05-14,1620,SALE
9787,115,OUT,2,2098.81,2025-05-14,1621,SALE
9788,159,OUT,2,1686.76,2025-05-14,1621,SALE
9789,159,OUT,6,1686.76,2025-05-14,1621,SALE
9790,104,OUT,2,3862.47,2025-05-14,1621,SALE
9791,47,OUT,1,1220.51,2025-05-14,1622,SALE
9792,85,OUT,8,1627.39,2025-05-14,1623,SALE
9793,487,OUT,2,468.28,2025-05-14,1623,SALE
9794,348,OUT,3,255.83,2025-05-14,1623,SALE
9795,487,OUT,1,2615.17,2025-05-14,1623,SALE
9796,340,OUT,3,4132.29,2025-05-15,1624,SALE
9797,202,OUT,6,4817.15,2025-05-15,1624,SALE
9798,220,OUT,9,2017.06,2025-05-15,1625,SALE
9799,444,OUT,1,1315.79,2025-05-15,1625,SALE
9800,147,OUT,4,2630.14,2025-05-15,1626,SALE
9801,15,OUT,1,2077.14,2025-05-15,1626,SALE
9802,285,OUT,6,185.97,2025-05-15,1626,SALE
9803,115,OUT,4,2098.81,2025-05-15,1626,SALE
9804,15,OUT,6,2077.14,2025-05-15,1626,SALE
9805,189,OUT,1,1743.25,2025-05-15,1627,SALE
9806,484,OUT,2,153.41,2025-05-15,1627,SALE
9807,87,OUT,1,2549.46,2025-05-15,1627,SALE
9808,441,OUT,3,2474.64,2025-05-15,1627,SALE
9809,185,OUT,2,4490.74,2025-05-15,1628,SALE
9810,496,OUT,8,2820.74,2025-05-15,1628,SALE
9811,307,OUT,10,4900.31,2025-05-15,1628,SALE
9812,132,OUT,6,1638.16,2025-05-15,1628,SALE
9813,170,OUT,10,2055.3,2025-05-15,1629,SALE
9814,370,OUT,3,4285.89,2025-05-15,1629,SALE
9815,256,OUT,3,2565.39,2025-05-15,1629,SALE
9816,59,OUT,6,2059.63,2025-05-15,1629,SALE
9817,331,OUT,8,4239.59,2025-05-15,1630,SALE
9818,126,OUT,5,670.94,2025-05-15,1630,SALE
9819,491,OUT,7,763.31,2025-05-15,1631,SALE
9820,499,OUT,9,1327.45,2025-05-15,1633,SALE
9821,499,OUT,8,1327.45,2025-05-15,1633,SALE
9822,187,OUT,10,471.07,2025-05-15,1633,SALE
9823,499,OUT,7,1327.45,2025-05-15,1633,SALE
9824,114,OUT,2,4266.28,2025-05-15,1635,SALE
9825,167,OUT,4,2788.11,2025-05-15,1637,SALE
9826,160,OUT,8,2599.48,2025-05-15,1637,SALE
9827,389,OUT,1,1116.58,2025-05-15,1638,SALE
9828,363,OUT,2,603.94,2025-05-15,1638,SALE
9829,276,OUT,4,1901.04,2025-05-15,1638,SALE
9830,419,OUT,2,1456.58,2025-05-15,1639,SALE
9831,284,OUT,1,954.44,2025-05-15,1639,SALE
9832,411,OUT,1,4119.5,2025-05-15,1639,SALE
9833,419,OUT,2,1456.58,2025-05-15,1639,SALE
9834,332,OUT,2,3677.21,2025-05-15,1640,SALE
9835,486,OUT,10,2508.0,2025-05-15,1640,SALE
9836,383,OUT,5,4329.6,2025-05-15,1640,SALE
