product_name,product_description,part_number,category_id,supplier_id,storage_location,date_added,last_update,status,unit_cost,retail_price
Auto Part 375,Description for Auto Part 375,PN00375,51,866,Location 18,2026-01-19 00:00:00,2026-03-28 00:00:00,ACTIVE,819.41,1482.03
Auto Part 376,Description for Auto Part 376,PN00376,20,323,Location 19,2025-12-25 00:00:00,2026-01-19 00:00:00,ACTIVE,772.95,1314.94
Auto Part 377,Description for Auto Part 377,PN00377,29,48,Location 1,2025-08-19 00:00:00,2025-11-06 00:00:00,ACTIVE,1576.46,2342.57
Auto Part 378,Description for Auto Part 378,PN00378,53,524,Location 5,2025-03-24 00:00:00,2025-12-10 00:00:00,ACTIVE,665.49,1136.04
Auto Part 379,Description for Auto Part 379,PN00379,59,123,Location 1,2025-08-14 00:00:00,2026-02-08 00:00:00,INACTIVE,942.76,1077.17
Auto Part 380,Description for Auto Part 380,PN00380,66,710,Location 9,2026-01-12 00:00:00,2026-02-17 00:00:00,ACTIVE,1312.05,2262.33
Auto Part 381,Description for Auto Part 381,PN00381,35,996,Location 1,2025-08-04 00:00:00,2026-04-08 00:00:00,ACTIVE,1838.56,2100.35
Auto Part 382,Description for Auto Part 382,PN00382,18,423,Location 16,2025-01-02 00:00:00,2025-09-10 00:00:00,ACTIVE,725.24,1299.82
Auto Part 383,Description for Auto Part 383,PN00383,7,117,Location 18,2025-07-31 00:00:00,2025-11-03 00:00:00,ACTIVE,1996.86,2380.28
Auto Part 384,Description for Auto Part 384,PN00384,32,713,Location 15,2025-05-25 00:00:00,2025-12-13 00:00:00,ACTIVE,1202.03,1402.01
Auto Part 385,Description for Auto Part 385,PN00385,22,936,Location 16,2026-02-11 00:00:00,2026-03-15 00:00:00,ACTIVE,1903.13,3618.26
Auto Part 386,Description for Auto Part 386,PN00386,4,896,Location 15,2025-03-08 00:00:00,2025-11-08 00:00:00,ACTIVE,1941.4,2245.72
Auto Part 387,Description for Auto Part 387,PN00387,10,243,Location 2,2025-04-27 00:00:00,2025-12-17 00:00:00,ACTIVE,781.09,1090.92
Auto Part 388,Description for Auto Part 388,PN00388,56,554,Location 17,2025-05-01 00:00:00,2025-09-13 00:00:00,ACTIVE,506.36,668.33
Auto Part 389,Description for Auto Part 389,PN00389,51,245,Location 18,2025-07-08 00:00:00,2026-02-02 00:00:00,ACTIVE,1086.02,1381.25
Auto Part 390,Description for Auto Part 390,PN00390,43,234,Location 3,2025-05-16 00:00:00,2025-08-07 00:00:00,ACTIVE,1421.43,1765.2
Auto Part 391,Description for Auto Part 391,PN00391,16,885,Location 14,2026-02-11 00:00:00,2026-02-17 00:00:00,ACTIVE,1252.82,2074.87
Auto Part 392,Description for Auto Part 392,PN00392,30,166,Location 10,2025-11-06 00:00:00,2025-11-23 00:00:00,ACTIVE,796.74,877.52
Auto Part 393,Description for Auto Part 393,PN00393,30,948,Location 9,2025-06-10 00:00:00,2025-06-26 00:00:00,ACTIVE,920.78,1133.55
Auto Part 394,Description for Auto Part 394,PN00394,55,889,Location 20,2026-01-28 00:00:00,2026-04-21 00:00:00,ACTIVE,1538.18,2213.38
Auto Part 395,Description for Auto Part 395,PN00395,5,134,Location 10,2025-07-16 00:00:00,2025-07-24 00:00:00,ACTIVE,504.79,716.61
Auto Part 396,Description for Auto Part 396,PN00396,4,133,Location 14,2025-11-15 00:00:00,2026-04-03 00:00:00,ACTIVE,786.62,975.32
Auto Part 397,Description for Auto Part 397,PN00397,18,783,Location 4,2025-06-01 00:00:00,2025-10-03 00:00:00,ACTIVE,503.12,695.32
Auto Part 398,Description for Auto Part 398,PN00398,12,871,Location 19,2025-07-03 00:00:00,2026-02-28 00:00:00,INACTIVE,539.42,1056.21
Auto Part 399,Description for Auto Part 399,PN00399,5,348,Location 20,2025-06-04 00:00:00,2026-01-31 00:00:00,ACTIVE,1779.58,3042.3
Auto Part 400,Description for Auto Part 400,PN00400,41,802,Location 7,2025-04-26 00:00:00,2025-10-15 00:00:00,ACTIVE,1070.83,1286.97
Auto Part 401,Description for Auto Part 401,PN00401,7,398,Location 19,2026-01-04 00:00:00,2026-03-20 00:00:00,ACTIVE,1392.38,1979.49
Auto Part 402,Description for Auto Part 402,PN00402,54,596,Location 6,2025-12-07 00:00:00,2026-02-21 00:00:00,ACTIVE,1653.96,2645.03
Auto Part 403,Description for Auto Part 403,PN00403,18,839,Location 5,2026-01-19 00:00:00,2026-04-08 00:00:00,ACTIVE,821.83,1417.82
Auto Part 404,Description for Auto Part 404,PN00404,2,291,Location 9,2025-08-18 00:00:00,2025-11-05 00:00:00,ACTIVE,1724.61,2660.06
Auto Part 405,Description for Auto Part 405,PN00405,12,671,Location 1,2025-09-07 00:00:00,2025-12-11 00:00:00,ACTIVE,1182.43,2301.58
Auto Part 406,Description for Auto Part 406,PN00406,61,935,Location 16,2025-01-12 00:00:00,2026-03-28 00:00:00,ACTIVE,1184.35,1895.34
Auto Part 407,Description for Auto Part 407,PN00407,66,306,Location 10,2025-07-13 00:00:00,2026-01-14 00:00:00,ACTIVE,604.97,1014.47
Auto Part 408,Description for Auto Part 408,PN00408,19,75,Location 12,2025-08-21 00:00:00,2026-02-09 00:00:00,INACTIVE,1388.99,1639.69
Auto Part 409,Description for Auto Part 409,PN00409,46,583,Location 17,2026-04-08 00:00:00,2026-04-11 00:00:00,ACTIVE,502.19,940.15
Auto Part 410,Description for Auto Part 410,PN00410,31,841,Location 19,2025-09-28 00:00:00,2026-03-08 00:00:00,ACTIVE,921.78,1604.06
Auto Part 411,Description for Auto Part 411,PN00411,47,850,Location 4,2025-10-22 00:00:00,2025-11-03 00:00:00,ACTIVE,1355.83,1584.05
Auto Part 412,Description for Auto Part 412,PN00412,65,532,Location 14,2026-03-01 00:00:00,2026-03-20 00:00:00,ACTIVE,1298.43,1746.27
Auto Part 413,Description for Auto Part 413,PN00413,25,729,Location 2,2025-04-30 00:00:00,2025-06-10 00:00:00,ACTIVE,827.3,1389.43
Auto Part 414,Description for Auto Part 414,PN00414,56,124,Location 2,2025-11-21 00:00:00,2026-02-05 00:00:00,ACTIVE,1923.67,2781.06
Auto Part 415,Description for Auto Part 415,PN00415,50,455,Location 8,2025-05-19 00:00:00,2026-01-17 00:00:00,ACTIVE,560.98,809.05
Auto Part 416,Description for Auto Part 416,PN00416,31,338,Location 9,2025-02-02 00:00:00,2025-08-31 00:00:00,ACTIVE,1310.91,2208.99
Auto Part 417,Description for Auto Part 417,PN00417,53,398,Location 16,2025-01-26 00:00:00,2025-06-28 00:00:00,ACTIVE,612.56,1026.52
Auto Part 418,Description for Auto Part 418,PN00418,22,563,Location 13,2025-01-30 00:00:00,2025-03-23 00:00:00,ACTIVE,1318.29,1832.6
Auto Part 419,Description for Auto Part 419,PN00419,12,483,Location 15,2025-12-23 00:00:00,2026-01-18 00:00:00,ACTIVE,988.62,1847.04
Auto Part 420,Description for Auto Part 420,PN00420,36,602,Location 4,2026-03-29 00:00:00,2026-04-07 00:00:00,ACTIVE,1652.01,3016.13
Auto Part 421,Description for Auto Part 421,PN00421,42,883,Location 11,2025-09-27 00:00:00,2025-12-04 00:00:00,ACTIVE,642.91,1065.34
Auto Part 422,Description for Auto Part 422,PN00422,56,32,Location 5,2025-05-30 00:00:00,2026-04-25 00:00:00,ACTIVE,1466.26,1796.21
Auto Part 423,Description for Auto Part 423,PN00423,67,893,Location 12,2025-08-04 00:00:00,2025-10-23 00:00:00,ACTIVE,895.71,1186.14
Auto Part 424,Description for Auto Part 424,PN00424,62,540,Location 5,2025-04-10 00:00:00,2026-04-07 00:00:00,ACTIVE,1594.36,2603.51
Auto Part 425,Description for Auto Part 425,PN00425,56,27,Location 5,2025-10-18 00:00:00,2026-01-31 00:00:00,ACTIVE,935.02,1155.78
Auto Part 426,Description for Auto Part 426,PN00426,15,410,Location 11,2025-04-15 00:00:00,2025-09-02 00:00:00,ACTIVE,831.19,1308.48
Auto Part 427,Description for Auto Part 427,PN00427,42,573,Location 4,2025-05-01 00:00:00,2026-02-01 00:00:00,ACTIVE,796.47,1291.8
Auto Part 428,Description for Auto Part 428,PN00428,60,903,Location 12,2025-05-11 00:00:00,2025-09-15 00:00:00,ACTIVE,859.94,1202.19
Auto Part 429,Description for Auto Part 429,PN00429,24,364,Location 15,2026-04-15 00:00:00,2026-04-24 00:00:00,ACTIVE,1163.17,1884.89
Auto Part 430,Description for Auto Part 430,PN00430,31,6,Location 16,2025-12-21 00:00:00,2026-04-13 00:00:00,INACTIVE,1681.29,2210.74
Auto Part 431,Description for Auto Part 431,PN00431,10,313,Location 16,2026-01-04 00:00:00,2026-03-11 00:00:00,ACTIVE,1678.33,2503.81
Auto Part 432,Description for Auto Part 432,PN00432,21,218,Location 13,2025-06-22 00:00:00,2026-01-10 00:00:00,ACTIVE,860.17,1015.54
Auto Part 433,Description for Auto Part 433,PN00433,18,39,Location 14,2025-03-10 00:00:00,2026-01-03 00:00:00,ACTIVE,1881.18,2683.63
Auto Part 434,Description for Auto Part 434,PN00434,4,824,Location 12,2026-01-05 00:00:00,2026-02-26 00:00:00,INACTIVE,1343.36,2504.17
Auto Part 435,Description for Auto Part 435,PN00435,55,291,Location 6,2026-02-22 00:00:00,2026-03-03 00:00:00,ACTIVE,1644.88,3189.93
Auto Part 436,Description for Auto Part 436,PN00436,20,575,Location 11,2026-03-21 00:00:00,2026-04-04 00:00:00,ACTIVE,662.59,765.13
Auto Part 437,Description for Auto Part 437,PN00437,55,987,Location 3,2025-04-09 00:00:00,2025-12-20 00:00:00,ACTIVE,666.66,1324.31
Auto Part 438,Description for Auto Part 438,PN00438,55,221,Location 11,2026-03-05 00:00:00,2026-03-10 00:00:00,INACTIVE,869.59,1233.64
Auto Part 439,Description for Auto Part 439,PN00439,56,845,Location 14,2025-08-19 00:00:00,2025-12-22 00:00:00,ACTIVE,563.68,941.05
Auto Part 440,Description for Auto Part 440,PN00440,63,860,Location 18,2025-12-13 00:00:00,2026-02-19 00:00:00,ACTIVE,1512.46,2901.72
Auto Part 441,Description for Auto Part 441,PN00441,66,76,Location 4,2025-08-02 00:00:00,2026-03-20 00:00:00,INACTIVE,1983.98,2905.18
Auto Part 442,Description for Auto Part 442,PN00442,68,745,Location 8,2025-01-27 00:00:00,2025-10-03 00:00:00,ACTIVE,1057.82,1614.18
Auto Part 443,Description for Auto Part 443,PN00443,48,605,Location 14,2025-11-30 00:00:00,2025-12-02 00:00:00,ACTIVE,754.53,1435.23
Auto Part 444,Description for Auto Part 444,PN00444,4,199,Location 10,2025-08-21 00:00:00,2025-08-25 00:00:00,INACTIVE,1711.17,2104.29
Auto Part 445,Description for Auto Part 445,PN00445,63,252,Location 14,2025-10-04 00:00:00,2026-02-01 00:00:00,INACTIVE,1408.63,2204.23
Auto Part 446,Description for Auto Part 446,PN00446,64,120,Location 1,2025-09-17 00:00:00,2025-12-05 00:00:00,ACTIVE,1321.72,1480.33
Auto Part 447,Description for Auto Part 447,PN00447,54,383,Location 10,2025-08-24 00:00:00,2026-01-17 00:00:00,ACTIVE,1057.16,1222.53
Auto Part 448,Description for Auto Part 448,PN00448,26,173,Location 10,2025-06-01 00:00:00,2026-03-06 00:00:00,ACTIVE,772.4,1233.02
Auto Part 449,Description for Auto Part 449,PN00449,69,100,Location 4,2025-01-12 00:00:00,2025-05-23 00:00:00,ACTIVE,1093.46,1603.45
Auto Part 450,Description for Auto Part 450,PN00450,65,163,Location 8,2026-04-18 00:00:00,2026-04-19 00:00:00,ACTIVE,1879.02,3271.24
Auto Part 451,Description for Auto Part 451,PN00451,46,90,Location 16,2026-04-26 00:00:00,2026-04-26 00:00:00,ACTIVE,1345.51,1918.37
Auto Part 452,Description for Auto Part 452,PN00452,55,803,Location 2,2025-07-27 00:00:00,2026-01-28 00:00:00,INACTIVE,1712.45,3329.96
Auto Part 453,Description for Auto Part 453,PN00453,48,118,Location 6,2025-03-30 00:00:00,2026-03-03 00:00:00,ACTIVE,542.77,1013.47
Auto Part 454,Description for Auto Part 454,PN00454,53,583,Location 18,2025-06-16 00:00:00,2026-01-20 00:00:00,ACTIVE,1853.24,2409.25
Auto Part 455,Description for Auto Part 455,PN00455,20,321,Location 16,2025-03-08 00:00:00,2025-04-24 00:00:00,ACTIVE,1944.59,2512.72
Auto Part 456,Description for Auto Part 456,PN00456,43,749,Location 1,2026-02-06 00:00:00,2026-03-01 00:00:00,ACTIVE,1320.34,1555.56
Auto Part 457,Description for Auto Part 457,PN00457,12,905,Location 14,2025-05-17 00:00:00,2025-07-14 00:00:00,INACTIVE,1007.94,1507.94
Auto Part 458,Description for Auto Part 458,PN00458,11,634,Location 14,2026-01-16 00:00:00,2026-03-11 00:00:00,ACTIVE,769.25,922.55
Auto Part 459,Description for Auto Part 459,PN00459,7,472,Location 17,2025-01-15 00:00:00,2025-06-10 00:00:00,ACTIVE,1446.2,2506.59
Auto Part 460,Description for Auto Part 460,PN00460,64,939,Location 17,2025-01-25 00:00:00,2025-02-09 00:00:00,ACTIVE,1193.23,1412.7
Auto Part 461,Description for Auto Part 461,PN00461,56,686,Location 2,2025-01-25 00:00:00,2025-05-17 00:00:00,ACTIVE,814.26,1315.23
Auto Part 462,Description for Auto Part 462,PN00462,8,288,Location 3,2026-03-14 00:00:00,2026-04-12 00:00:00,ACTIVE,805.92,1384.84
Auto Part 463,Description for Auto Part 463,PN00463,52,359,Location 15,2026-01-06 00:00:00,2026-03-14 00:00:00,ACTIVE,1306.21,2591.67
Auto Part 464,Description for Auto Part 464,PN00464,39,678,Location 16,2025-04-16 00:00:00,2025-08-31 00:00:00,ACTIVE,1820.36,2918.51
Auto Part 465,Description for Auto Part 465,PN00465,8,642,Location 15,2025-08-07 00:00:00,2025-11-14 00:00:00,ACTIVE,1849.28,2831.02
Auto Part 466,Description for Auto Part 466,PN00466,65,419,Location 9,2025-01-08 00:00:00,2025-08-27 00:00:00,ACTIVE,1641.13,3274.87
Auto Part 467,Description for Auto Part 467,PN00467,68,109,Location 1,2025-04-25 00:00:00,2026-02-22 00:00:00,ACTIVE,715.28,1161.31
Auto Part 468,Description for Auto Part 468,PN00468,48,104,Location 9,2026-02-08 00:00:00,2026-04-24 00:00:00,ACTIVE,1684.74,2764.97
Auto Part 469,Description for Auto Part 469,PN00469,13,230,Location 13,2026-03-09 00:00:00,2026-03-11 00:00:00,ACTIVE,1847.51,2220.37
Auto Part 470,Description for Auto Part 470,PN00470,59,344,Location 15,2025-07-22 00:00:00,2025-12-27 00:00:00,INACTIVE,1649.69,2696.38
Auto Part 471,Description for Auto Part 471,PN00471,38,487,Location 12,2026-02-13 00:00:00,2026-04-20 00:00:00,ACTIVE,1528.98,2412.97
Auto Part 472,Description for Auto Part 472,PN00472,49,724,Location 12,2025-12-25 00:00:00,2026-03-31 00:00:00,INACTIVE,1658.88,3317.05
Auto Part 473,Description for Auto Part 473,PN00473,54,631,Location 11,2025-09-02 00:00:00,2026-03-21 00:00:00,INACTIVE,981.58,1290.9
Auto Part 474,Description for Auto Part 474,PN00474,32,212,Location 10,2025-09-09 00:00:00,2026-03-09 00:00:00,ACTIVE,1924.77,3684.65
Auto Part 475,Description for Auto Part 475,PN00475,25,316,Location 13,2025-03-21 00:00:00,2025-05-08 00:00:00,ACTIVE,1847.05,2091.87
Auto Part 476,Description for Auto Part 476,PN00476,57,351,Location 3,2025-09-07 00:00:00,2026-04-24 00:00:00,ACTIVE,2472.19,2993.52
Auto Part 477,Description for Auto Part 477,PN00477,70,253,Location 18,2025-06-02 00:00:00,2025-09-16 00:00:00,ACTIVE,3030.75,4670.71
Auto Part 478,Description for Auto Part 478,PN00478,1,578,Location 3,2025-11-10 00:00:00,2025-12-10 00:00:00,ACTIVE,2756.73,3629.13
Auto Part 479,Description for Auto Part 479,PN00479,40,561,Location 13,2025-08-26 00:00:00,2026-04-08 00:00:00,ACTIVE,4714.03,7741.26
Auto Part 480,Description for Auto Part 480,PN00480,43,468,Location 16,2025-10-28 00:00:00,2026-04-03 00:00:00,INACTIVE,2563.74,3178.15
Auto Part 481,Description for Auto Part 481,PN00481,22,836,Location 8,2025-08-16 00:00:00,2026-01-23 00:00:00,ACTIVE,3410.62,4013.29
Auto Part 482,Description for Auto Part 482,PN00482,26,294,Location 13,2026-01-08 00:00:00,2026-02-04 00:00:00,ACTIVE,4924.96,6333.2
Auto Part 483,Description for Auto Part 483,PN00483,21,570,Location 19,2025-06-27 00:00:00,2025-08-20 00:00:00,ACTIVE,2597.64,3134.34
Auto Part 484,Description for Auto Part 484,PN00484,67,811,Location 4,2025-03-20 00:00:00,2026-04-27 00:00:00,ACTIVE,3402.45,4718.93
Auto Part 485,Description for Auto Part 485,PN00485,43,253,Location 2,2026-02-04 00:00:00,2026-04-19 00:00:00,ACTIVE,4826.75,6369.34
Auto Part 486,Description for Auto Part 486,PN00486,62,67,Location 14,2025-02-16 00:00:00,2026-01-26 00:00:00,ACTIVE,2513.3,3492.48
Auto Part 487,Description for Auto Part 487,PN00487,65,972,Location 7,2025-04-17 00:00:00,2026-04-18 00:00:00,ACTIVE,3309.48,5194.6
Auto Part 488,Description for Auto Part 488,PN00488,41,961,Location 2,2025-10-23 00:00:00,2026-02-12 00:00:00,ACTIVE,4797.14,7195.94
Auto Part 489,Description for Auto Part 489,PN00489,61,896,Location 6,2026-02-20 00:00:00,2026-03-11 00:00:00,ACTIVE,3608.73,4266.79
Auto Part 490,Description for Auto Part 490,PN00490,70,683,Location 7,2025-02-16 00:00:00,2025-10-23 00:00:00,ACTIVE,4877.8,6295.22
Auto Part 491,Description for Auto Part 491,PN00491,21,675,Location 10,2025-03-27 00:00:00,2025-06-24 00:00:00,INACTIVE,2454.52,3263.68
Auto Part 492,Description for Auto Part 492,PN00492,69,215,Location 1,2025-10-04 00:00:00,2026-03-20 00:00:00,ACTIVE,4381.12,6718.0
Auto Part 493,Description for Auto Part 493,PN00493,8,573,Location 3,2025-02-11 00:00:00,2026-03-07 00:00:00,ACTIVE,3865.98,6127.81
Auto Part 494,Description for Auto Part 494,PN00494,33,167,Location 16,2026-02-02 00:00:00,2026-04-22 00:00:00,ACTIVE,3265.99,5503.47
Auto Part 495,Description for Auto Part 495,PN00495,15,414,Location 13,2025-07-08 00:00:00,2025-11-30 00:00:00,ACTIVE,2066.21,3047.33
Auto Part 496,Description for Auto Part 496,PN00496,20,978,Location 9,2026-01-22 00:00:00,2026-03-30 00:00:00,ACTIVE,3796.5,4401.64
Auto Part 497,Description for Auto Part 497,PN00497,63,197,Location 4,2025-10-14 00:00:00,2025-12-15 00:00:00,ACTIVE,2717.04,3955.12
Auto Part 498,Description for Auto Part 498,PN00498,64,732,Location 7,2025-07-17 00:00:00,2025-10-14 00:00:00,ACTIVE,2507.26,3832.91
Auto Part 499,Description for Auto Part 499,PN00499,25,80,Location 8,2025-02-28 00:00:00,2026-02-16 00:00:00,ACTIVE,4916.23,5855.69
Auto Part 500,Description for Auto Part 500,PN00500,11,179,Location 6,2025-01-05 00:00:00,2025-12-30 00:00:00,ACTIVE,4284.45,6904.97
