product_name                      , product_description, part_number, category_id, supplier_id, current_stock_level, storage_location, date_added, last_update, unit_cost, retail_price
Thermostat                        , null               , null       ,          67,         648,                  27, null            , 4/14/2025 , 3/8/2026   ,        30,           90
Expansion Tank                    , null               , null       ,          46,           8,                   8, null            , 6/5/2025  , 4/20/2025  ,       100,           37
Muffler                           , null               , null       ,           3,         297,                  23, null            , 12/1/2025 , 11/28/2025 ,         1,           15
Diesel Engine Oil                 , null               , null       ,          12,         605,                  50, null            , 2/8/2025  , 1/12/2025  ,        83,            6
U-Joint                           , null               , null       ,          49,         381,                  54, null            , 2/7/2026  , 4/18/2026  ,        42,           73
Muffler                           , null               , null       ,           2,          28,                  59, null            , 4/17/2025 , 9/14/2025  ,        75,           32
Alternator                        , null               , null       ,          57,         684,                  77, null            , 3/12/2025 , 9/23/2025  ,         1,           84
Tie Rod End                       , null               , null       ,          28,         956,                   4, null            , 3/4/2026  , 8/19/2025  ,        77,            5
Engine Mount                      , null               , null       ,          19,         862,                  36, null            , 3/21/2026 , 5/6/2025   ,        46,           80
Heater Hose                       , null               , null       ,          59,         370,                  61, null            , 12/2/2025 , 6/26/2025  ,        73,           62
Clutch Master Cylinder            , null               , null       ,          58,          71,                   2, null            , 1/4/2026  , 4/22/2025  ,        65,           10
Clutch Disc                       , null               , null       ,          31,         659,                  86, null            , 4/30/2025 , 3/2/2026   ,        60,           73
Throttle Body                     , null               , null       ,          51,         640,                  13, null            , 3/2/2026  , 2/9/2026   ,        20,           98
Oil Pan Gasket                    , null               , null       ,          14,         494,                  23, null            , 3/11/2025 , 7/14/2025  ,        63,           65
Heater Hose                       , null               , null       ,          14,         615,                  98, null            , 6/22/2025 , 4/24/2025  ,        41,           63
Tie Rod End                       , null               , null       ,          55,         768,                  22, null            , 4/7/2025  , 1/23/2026  ,        31,           39
Timing Chain                      , null               , null       ,          29,         395,                  66, null            , 12/1/2025 , 10/21/2025 ,        40,           45
Engine Oil - Semi Synthetic       , null               , null       ,          26,         198,                  74, null            , 4/18/2026 , 12/9/2025  ,        18,           42
Fuel Injector                     , null               , null       ,          47,         455,                  48, null            , 3/30/2025 , 3/10/2025  ,        81,           89
Tie Rod End                       , null               , null       ,          63,         311,                  77, null            , 3/12/2026 , 1/29/2026  ,        59,            7
Ignition Coil                     , null               , null       ,          27,         593,                  63, null            , 2/9/2025  , 2/5/2026   ,         1,           46
Shock Absorber                    , null               , null       ,          29,         971,                  26, null            , 2/20/2025 , 5/16/2025  ,        28,           97
Spark Plug                        , null               , null       ,          68,         421,                  57, null            , 4/14/2026 , 3/25/2026  ,        35,           85
Ignition Coil                     , null               , null       ,          16,          40,                  76, null            , 3/19/2026 , 11/12/2025 ,        95,           37
Serpentine Belt                   , null               , null       ,           5,         175,                  96, null            , 3/4/2026  , 1/17/2026  ,        35,           49
Differential Oil Seal             , null               , null       ,          50,         927,                  54, null            , 3/15/2025 , 1/29/2026  ,        53,           50
Catalytic Converter               , null               , null       ,           2,          86,                  24, null            , 5/3/2025  , 2/18/2026  ,        67,           34
Brake Shoe Set                    , null               , null       ,          28,         229,                  24, null            , 6/4/2025  , 8/19/2025  ,        35,           74
Engine Oil - Fully Synthetic      , null               , null       ,          70,         454,                  33, null            , 1/10/2025 , 1/21/2025  ,        80,           93
Thermostat                        , null               , null       ,          65,         447,                  28, null            , 11/20/2025, 8/5/2025   ,         6,            4
Brake Fluid                       , null               , null       ,          57,         942,                   3, null            , 5/30/2025 , 4/20/2026  ,        72,           68
Alternator                        , null               , null       ,          22,         389,                  84, null            , 1/17/2025 , 3/4/2025   ,        56,           32
Timing Chain                      , null               , null       ,          54,         574,                  11, null            , 12/15/2025, 2/15/2026  ,        36,           24
Handbrake Cable                   , null               , null       ,          42,         460,                  75, null            , 5/28/2025 , 10/20/2025 ,        45,           24
Catalytic Converter               , null               , null       ,          12,         472,                  80, null            , 4/21/2025 , 1/23/2025  ,        64,           78
Clutch Pressure Plate             , null               , null       ,           8,          40,                  65, null            , 7/7/2025  , 3/22/2025  ,        92,           89
Water Pump                        , null               , null       ,          67,         709,                   3, null            , 12/2/2025 , 5/13/2025  ,        14,           17
Oxygen Sensor                     , null               , null       ,          43,         135,                  13, null            , 10/27/2025, 6/27/2025  ,         9,           68
Strut Assembly                    , null               , null       ,          17,         997,                  92, null            , 1/10/2025 , 9/3/2025   ,        33,           11
Automatic Transmission Fluid (ATF), null               , null       ,          43,         380,                  34, null            , 1/10/2025 , 3/21/2025  ,        38,           66
Muffler                           , null               , null       ,          45,         297,                  11, null            , 11/15/2025, 12/19/2025 ,        80,           76
Brake Shoe Set                    , null               , null       ,          38,         394,                  54, null            , 8/16/2025 , 12/2/2025  ,        62,           22
Engine Oil - Fully Synthetic      , null               , null       ,          28,         361,                  52, null            , 10/23/2025, 5/22/2025  ,        34,           13
Serpentine Belt                   , null               , null       ,          22,         525,                  20, null            , 4/5/2026  , 1/16/2025  ,        96,           77
Ignition Coil                     , null               , null       ,          26,         139,                  65, null            , 7/23/2025 , 1/31/2025  ,        30,           47
Radiator                          , null               , null       ,          66,         493,                  44, null            , 6/22/2025 , 5/16/2025  ,        51,           66
Engine Oil - Semi Synthetic       , null               , null       ,          41,         754,                  87, null            , 6/10/2025 , 2/14/2026  ,        31,           38
Brake Fluid                       , null               , null       ,          49,         199,                  52, null            , 4/19/2026 , 3/29/2025  ,        93,           59
Air Filter                        , null               , null       ,          16,         749,                  30, null            , 3/1/2025  , 10/27/2025 ,        31,           21
Diesel Engine Oil                 , null               , null       ,          43,         162,                  71, null            , 12/16/2025, 2/5/2025   ,        74,           85
Brake Caliper                     , null               , null       ,          32,         667,                  32, null            , 9/10/2025 , 1/13/2026  ,        75,           86
Engine Oil - Fully Synthetic      , null               , null       ,          66,         201,                  53, null            , 6/17/2025 , 3/15/2026  ,        98,           36
Brake Fluid                       , null               , null       ,          13,         708,                  69, null            , 6/18/2025 , 7/9/2025   ,        26,           30
Fuel Injector                     , null               , null       ,          35,         673,                   1, null            , 10/7/2025 , 6/4/2025   ,        48,           69
Catalytic Converter               , null               , null       ,          10,         246,                  81, null            , 3/9/2025  , 11/11/2025 ,        59,           34
Clutch Slave Cylinder             , null               , null       ,          63,         633,                  68, null            , 1/4/2026  , 3/17/2026  ,        25,           58
Clutch Slave Cylinder             , null               , null       ,          49,         988,                  65, null            , 3/27/2026 , 9/9/2025   ,         8,           63
Ignition Coil                     , null               , null       ,          40,         870,                  92, null            , 8/20/2025 , 4/5/2025   ,        18,           48
Brake Pad Set                     , null               , null       ,          48,         276,                  71, null            , 10/12/2025, 3/15/2025  ,        54,           27
Handbrake Cable                   , null               , null       ,          18,         766,                 100, null            , 9/30/2025 , 7/11/2025  ,        75,           13
Manual Transmission Oil           , null               , null       ,          37,         527,                  58, null            , 7/22/2025 , 11/20/2025 ,        85,           98
Alternator                        , null               , null       ,          56,         193,                  36, null            , 1/3/2025  , 12/15/2025 ,        47,           71
Coolant                           , null               , null       ,          37,         340,                  53, null            , 12/6/2025 , 9/24/2025  ,        65,           86
Throttle Body                     , null               , null       ,          46,         152,                  69, null            , 11/24/2025, 10/29/2025 ,        23,          100
Throttle Body                     , null               , null       ,          46,         617,                  29, null            , 7/23/2025 , 12/10/2025 ,        28,           65
Cooling Fan Motor                 , null               , null       ,          45,         624,                  14, null            , 1/13/2025 , 3/2/2026   ,        82,           98
Ball Joint                        , null               , null       ,          25,         681,                  37, null            , 10/25/2025, 7/18/2025  ,        83,           93
Valve Cover Gasket                , null               , null       ,           9,         700,                  98, null            , 3/21/2026 , 1/20/2025  ,        16,           25
Water Pump                        , null               , null       ,          42,         209,                  15, null            , 6/20/2025 , 5/30/2025  ,        13,           55
Engine Oil - Fully Synthetic      , null               , null       ,          62,         374,                  82, null            , 3/15/2026 , 1/26/2025  ,        74,           74
Control Arm                       , null               , null       ,          62,         815,                  81, null            , 2/4/2025  , 12/3/2025  ,        58,           35
Valve Cover Gasket                , null               , null       ,          13,          34,                  67, null            , 4/15/2026 , 7/29/2025  ,        28,           82
Engine Mount                      , null               , null       ,          29,         587,                  27, null            , 5/29/2025 , 12/24/2025 ,        81,            8
Expansion Tank                    , null               , null       ,          64,         510,                  41, null            , 6/5/2025  , 6/24/2025  ,        22,           15
Motorcycle Engine Oil             , null               , null       ,           3,         662,                  22, null            , 12/15/2025, 4/18/2025  ,        19,           29
Alternator                        , null               , null       ,          70,         762,                  94, null            , 1/14/2025 , 3/9/2026   ,        55,           64
Automatic Transmission Fluid (ATF), null               , null       ,          69,         880,                   7, null            , 1/30/2026 , 11/18/2025 ,        11,           98
Timing Belt                       , null               , null       ,          70,          99,                  93, null            , 5/31/2025 , 4/1/2025   ,        46,           90
Expansion Tank                    , null               , null       ,          19,         599,                  52, null            , 8/4/2025  , 1/7/2025   ,        97,           87
CV Axle Shaft                     , null               , null       ,          53,         355,                  80, null            , 3/9/2025  , 7/22/2025  ,         1,           84
Clutch Pressure Plate             , null               , null       ,           8,          93,                  84, null            , 11/16/2025, 3/20/2025  ,        63,           41
Brake Rotor                       , null               , null       ,          35,         152,                   1, null            , 11/19/2025, 8/29/2025  ,        85,           12
Brake Caliper                     , null               , null       ,          59,         346,                  63, null            , 12/19/2025, 2/4/2026   ,        82,           82
Muffler                           , null               , null       ,          13,          36,                  14, null            , 9/25/2025 , 8/4/2025   ,        39,            1
Muffler                           , null               , null       ,          49,         781,                  57, null            , 10/7/2025 , 2/22/2026  ,        19,           95
Strut Assembly                    , null               , null       ,          33,         128,                  95, null            , 1/29/2025 , 10/24/2025 ,        63,           13
Serpentine Belt                   , null               , null       ,          65,         950,                  33, null            , 2/8/2025  , 7/15/2025  ,         2,           75
Engine Oil - Fully Synthetic      , null               , null       ,          65,         911,                  49, null            , 2/2/2026  , 10/4/2025  ,        39,           21
Mass Air Flow Sensor              , null               , null       ,          48,         561,                  41, null            , 1/20/2025 , 8/27/2025  ,        38,           58
Water Pump                        , null               , null       ,           3,         326,                  77, null            , 3/16/2025 , 8/22/2025  ,        96,           95
Catalytic Converter               , null               , null       ,          14,         435,                  54, null            , 9/27/2025 , 6/22/2025  ,        12,            1
Timing Chain                      , null               , null       ,           9,         520,                  50, null            , 1/5/2025  , 9/14/2025  ,         8,           52
Exhaust Manifold                  , null               , null       ,          16,         201,                  87, null            , 11/30/2025, 3/1/2025   ,        71,           92
Strut Assembly                    , null               , null       ,          10,          95,                  24, null            , 10/25/2025, 4/17/2025  ,        42,           62
Wheel Bearing Hub                 , null               , null       ,          22,         109,                  93, null            , 10/19/2025, 2/25/2026  ,        18,           61
Engine Mount                      , null               , null       ,          42,         849,                  29, null            , 3/29/2025 , 2/3/2025   ,        13,            5
Diesel Engine Oil                 , null               , null       ,          54,         160,                  11, null            , 1/19/2025 , 5/19/2025  ,         5,           29
Manual Transmission Oil           , null               , null       ,          57,          72,                  15, null            , 4/4/2026  , 1/25/2025  ,        94,           99
Shock Absorber                    , null               , null       ,          11,         808,                  74, null            , 3/12/2026 , 2/24/2025  ,        31,           20
CV Axle Shaft                     , null               , null       ,          59,         442,                  95, null            , 9/8/2025  , 4/16/2026  ,        85,           46
Timing Belt                       , null               , null       ,          51,         258,                  47, null            , 3/27/2025 , 6/18/2025  ,        62,           52
Shock Absorber                    , null               , null       ,          60,         285,                  43, null            , 3/15/2025 , 1/25/2026  ,        88,            2
Engine Oil - Semi Synthetic       , null               , null       ,          59,         478,                  76, null            , 7/22/2025 , 2/27/2026  ,         1,           34
Clutch Master Cylinder            , null               , null       ,          25,         705,                  51, null            , 10/4/2025 , 1/9/2025   ,        14,           53
Engine Oil - Fully Synthetic      , null               , null       ,          37,         921,                  25, null            , 9/27/2025 , 3/14/2025  ,        47,           62
Control Arm                       , null               , null       ,          63,         162,                  31, null            , 7/15/2025 , 11/25/2025 ,        51,           47
Clutch Disc                       , null               , null       ,          27,         515,                  57, null            , 8/22/2025 , 6/14/2025  ,        11,           34
Clutch Master Cylinder            , null               , null       ,          40,         561,                  47, null            , 11/2/2025 , 11/8/2025  ,        19,           92
Radiator Fan                      , null               , null       ,          70,          16,                  97, null            , 3/3/2026  , 4/24/2025  ,        30,           76
Engine Mount                      , null               , null       ,          34,         996,                  71, null            , 10/23/2025, 1/24/2025  ,        25,           10
CV Axle Shaft                     , null               , null       ,           9,         115,                  39, null            , 5/4/2025  , 12/14/2025 ,        11,           48
Handbrake Cable                   , null               , null       ,          14,         705,                  70, null            , 4/18/2025 , 1/17/2025  ,        91,           87
Engine Oil - Semi Synthetic       , null               , null       ,           3,         263,                  74, null            , 1/21/2025 , 8/26/2025  ,        66,           85
Air Filter                        , null               , null       ,          38,         393,                  23, null            , 12/11/2025, 1/3/2025   ,        16,           32
Alternator                        , null               , null       ,          49,         840,                  16, null            , 6/26/2025 , 8/6/2025   ,        70,           55
Muffler                           , null               , null       ,          47,         608,                  18, null            , 1/4/2026  , 10/15/2025 ,        56,           78
Expansion Tank                    , null               , null       ,          13,         831,                   5, null            , 9/1/2025  , 11/3/2025  ,        81,           49
Brake Pad Set                     , null               , null       ,          41,         259,                  87, null            , 2/9/2025  , 9/19/2025  ,        37,           62
Thermostat                        , null               , null       ,          62,         337,                  97, null            , 10/28/2025, 12/29/2025 ,        86,           24
Brake Caliper                     , null               , null       ,          42,         673,                  72, null            , 2/16/2025 , 1/30/2026  ,        73,           68
Clutch Slave Cylinder             , null               , null       ,          18,         905,                  71, null            , 8/12/2025 , 1/26/2025  ,        53,           63
Fuel Injector                     , null               , null       ,          65,          42,                  98, null            , 2/23/2026 , 11/26/2025 ,        49,           81
Throttle Body                     , null               , null       ,          29,         551,                  36, null            , 12/7/2025 , 7/23/2025  ,         3,           30
Tie Rod End                       , null               , null       ,          46,         561,                   7, null            , 5/7/2025  , 3/30/2025  ,        89,           64
Oil Filter                        , null               , null       ,          22,         224,                  51, null            , 2/20/2026 , 1/12/2025  ,        42,           53
Gear Oil                          , null               , null       ,          58,         829,                  46, null            , 9/21/2025 , 3/26/2025  ,        53,           92
Muffler                           , null               , null       ,          48,         103,                  87, null            , 3/8/2025  , 3/26/2025  ,        63,           78
Power Steering Pump               , null               , null       ,           1,         612,                  46, null            , 12/10/2025, 1/23/2026  ,        39,           75
Thermostat                        , null               , null       ,          69,         561,                 100, null            , 7/9/2025  , 2/6/2025   ,        49,           22
Manual Transmission Oil           , null               , null       ,          19,          60,                  99, null            , 2/15/2025 , 2/26/2026  ,        94,           10
Fuel Pump                         , null               , null       ,          23,         254,                  96, null            , 1/30/2025 , 8/17/2025  ,        58,           79
Serpentine Belt                   , null               , null       ,          30,         112,                  79, null            , 11/12/2025, 4/3/2025   ,         3,           13
Brake Caliper                     , null               , null       ,          19,         916,                  33, null            , 2/19/2025 , 2/2/2025   ,        37,           12
Tie Rod End                       , null               , null       ,          34,         189,                  19, null            , 9/5/2025  , 6/11/2025  ,        80,           30
Expansion Tank                    , null               , null       ,          46,         803,                  31, null            , 7/31/2025 , 1/22/2026  ,        12,           40
Brake Shoe Set                    , null               , null       ,          10,         435,                  99, null            , 4/20/2026 , 3/22/2025  ,         6,           94
Thermostat                        , null               , null       ,           2,         638,                  58, null            , 2/17/2026 , 1/25/2026  ,        41,           35
U-Joint                           , null               , null       ,          66,         717,                  68, null            , 4/13/2025 , 11/11/2025 ,         4,           89
Differential Oil Seal             , null               , null       ,           6,         346,                  45, null            , 1/29/2025 , 4/15/2026  ,        52,           73
CV Axle Shaft                     , null               , null       ,          40,          14,                  73, null            , 4/3/2026  , 1/10/2026  ,        37,           46
Exhaust Manifold                  , null               , null       ,          40,         572,                  51, null            , 3/12/2025 , 4/14/2026  ,        55,            9
Serpentine Belt                   , null               , null       ,          36,         165,                  80, null            , 2/7/2025  , 1/13/2025  ,        78,           13
Radiator                          , null               , null       ,           4,         588,                  90, null            , 9/20/2025 , 2/11/2026  ,        66,           53
Diesel Engine Oil                 , null               , null       ,          65,         375,                  70, null            , 3/23/2026 , 5/29/2025  ,        78,          100
Engine Oil - Semi Synthetic       , null               , null       ,          31,         720,                  38, null            , 2/15/2025 , 3/20/2026  ,        78,           82
Differential Oil Seal             , null               , null       ,          69,         715,                  43, null            , 7/8/2025  , 3/2/2026   ,        33,           16
Handbrake Cable                   , null               , null       ,          43,         317,                  75, null            , 4/7/2025  , 2/20/2026  ,        77,           42
Engine Oil - Semi Synthetic       , null               , null       ,          33,         914,                   5, null            , 9/23/2025 , 12/30/2025 ,        32,           30
Clutch Pressure Plate             , null               , null       ,          61,         711,                  91, null            , 6/12/2025 , 1/16/2026  ,        69,           46
Mass Air Flow Sensor              , null               , null       ,          67,         727,                  85, null            , 7/25/2025 , 4/30/2025  ,         1,           62
Brake Caliper                     , null               , null       ,          17,         900,                  93, null            , 3/9/2026  , 2/4/2025   ,        13,            2
Timing Chain                      , null               , null       ,           8,         604,                  71, null            , 4/4/2026  , 7/18/2025  ,        52,           63
Water Pump                        , null               , null       ,           4,         685,                  35, null            , 8/5/2025  , 7/31/2025  ,        22,           54
Mass Air Flow Sensor              , null               , null       ,          31,         921,                  28, null            , 2/24/2025 , 12/3/2025  ,        12,           49
Radiator Hose                     , null               , null       ,          22,         487,                  35, null            , 5/26/2025 , 7/10/2025  ,       100,           19
Oil Pan Gasket                    , null               , null       ,           5,         843,                  10, null            , 5/22/2025 , 9/1/2025   ,        34,           80
Ignition Coil                     , null               , null       ,          15,         650,                   4, null            , 5/15/2025 , 4/20/2026  ,        63,           90
Brake Rotor                       , null               , null       ,          58,         268,                  52, null            , 6/17/2025 , 1/22/2025  ,        16,           32
Muffler                           , null               , null       ,          12,         203,                  95, null            , 2/11/2026 , 4/4/2025   ,        98,           88
Serpentine Belt                   , null               , null       ,          70,         166,                  53, null            , 10/12/2025, 10/30/2025 ,        37,           86
Power Steering Pump               , null               , null       ,          49,         361,                  56, null            , 3/7/2025  , 10/26/2025 ,        71,           60
Engine Oil - Fully Synthetic      , null               , null       ,          51,         907,                  98, null            , 3/20/2026 , 2/18/2025  ,        72,           90
Engine Mount                      , null               , null       ,           6,         164,                  92, null            , 11/2/2025 , 4/21/2025  ,        83,           80
Clutch Slave Cylinder             , null               , null       ,           6,         112,                  30, null            , 1/18/2025 , 5/21/2025  ,        91,           65
Oxygen Sensor                     , null               , null       ,          50,         384,                  73, null            , 3/1/2025  , 3/17/2026  ,        40,           51
Power Steering Fluid              , null               , null       ,          65,          27,                  86, null            , 5/30/2025 , 6/20/2025  ,         5,           79
Control Arm                       , null               , null       ,          27,         666,                  21, null            , 3/30/2026 , 4/7/2026   ,        45,           21
Automatic Transmission Fluid (ATF), null               , null       ,          39,         803,                  50, null            , 3/16/2026 , 8/2/2025   ,        52,            5
Power Steering Pump               , null               , null       ,          10,         579,                   6, null            , 8/6/2025  , 11/22/2025 ,        40,           47
Engine Oil - Fully Synthetic      , null               , null       ,          17,         795,                   3, null            , 6/15/2025 , 7/6/2025   ,        18,           90
Thermostat                        , null               , null       ,          60,         363,                  38, null            , 3/26/2026 , 2/26/2026  ,        96,           38
Catalytic Converter               , null               , null       ,          20,         842,                  95, null            , 2/24/2025 , 4/8/2025   ,        11,           98
Brake Pad Set                     , null               , null       ,          44,         918,                  52, null            , 2/8/2025  , 5/18/2025  ,        14,           97
Clutch Slave Cylinder             , null               , null       ,          69,         888,                  77, null            , 5/12/2025 , 1/19/2026  ,        79,           38
Catalytic Converter               , null               , null       ,          64,         117,                  95, null            , 12/8/2025 , 2/13/2025  ,        71,           26
Coolant                           , null               , null       ,           3,         525,                  87, null            , 11/2/2025 , 3/18/2025  ,        89,           25
Alternator                        , null               , null       ,          40,         521,                  61, null            , 10/20/2025, 2/22/2026  ,        60,           13
Timing Belt                       , null               , null       ,           1,         180,                  50, null            , 10/2/2025 , 12/26/2025 ,        39,          100
U-Joint                           , null               , null       ,          14,         706,                  97, null            , 11/24/2025, 4/13/2025  ,        18,           68
Wheel Bearing Hub                 , null               , null       ,          29,         399,                  81, null            , 3/22/2025 , 1/20/2026  ,        33,           11
Brake Caliper                     , null               , null       ,          31,         131,                  80, null            , 2/5/2026  , 10/20/2025 ,        18,           35
Control Arm                       , null               , null       ,          36,         448,                  93, null            , 9/13/2025 , 4/6/2026   ,        71,           88
Gear Oil                          , null               , null       ,          44,         150,                  10, null            , 2/11/2025 , 2/8/2025   ,        22,           66
Engine Mount                      , null               , null       ,          58,         940,                  90, null            , 6/6/2025  , 1/3/2026   ,        30,           66
Valve Cover Gasket                , null               , null       ,          29,          87,                   5, null            , 3/4/2026  , 9/30/2025  ,        83,           36
Heater Hose                       , null               , null       ,          32,         243,                  99, null            , 12/9/2025 , 3/12/2025  ,        32,            6
Oxygen Sensor                     , null               , null       ,          52,         596,                  77, null            , 2/14/2025 , 4/11/2026  ,         2,           57
Engine Oil - Semi Synthetic       , null               , null       ,          69,         827,                  39, null            , 10/29/2025, 8/26/2025  ,        98,           53
Brake Rotor                       , null               , null       ,          22,         867,                   3, null            , 5/25/2025 , 5/17/2025  ,        49,           43
Power Steering Fluid              , null               , null       ,          43,         677,                  94, null            , 11/16/2025, 9/25/2025  ,        53,           59
Transmission Mount                , null               , null       ,          51,         369,                  11, null            , 10/4/2025 , 7/13/2025  ,         4,           17
Manual Transmission Oil           , null               , null       ,          63,         855,                  56, null            , 3/5/2026  , 1/21/2025  ,        70,           71
Automatic Transmission Fluid (ATF), null               , null       ,          62,         547,                   9, null            , 3/20/2025 , 12/20/2025 ,        12,           45
Manual Transmission Oil           , null               , null       ,          35,         984,                  70, null            , 12/29/2025, 1/4/2025   ,        36,           56
Brake Pad Set                     , null               , null       ,           2,         335,                  68, null            , 3/9/2026  , 10/7/2025  ,        98,           21
Radiator Hose                     , null               , null       ,           2,         906,                  48, null            , 1/7/2025  , 3/26/2025  ,        74,           97
Strut Assembly                    , null               , null       ,          57,         167,                   5, null            , 4/12/2026 , 9/21/2025  ,        69,           59
Manual Transmission Oil           , null               , null       ,          61,         824,                  11, null            , 1/5/2025  , 10/27/2025 ,        95,           62
Cooling Fan Motor                 , null               , null       ,          23,          49,                  87, null            , 4/8/2026  , 10/12/2025 ,        33,            6
Mass Air Flow Sensor              , null               , null       ,          11,         917,                  36, null            , 6/24/2025 , 4/4/2026   ,        57,          100
Catalytic Converter               , null               , null       ,          61,         938,                  85, null            , 3/20/2025 , 7/23/2025  ,        98,           56
Starter Motor                     , null               , null       ,          44,         415,                  17, null            , 8/5/2025  , 6/10/2025  ,        82,           24
Clutch Master Cylinder            , null               , null       ,          62,         817,                  24, null            , 7/3/2025  , 4/3/2025   ,        24,           57
Radiator                          , null               , null       ,          54,         550,                   5, null            , 9/16/2025 , 12/31/2025 ,        78,           61
Heater Hose                       , null               , null       ,          60,         366,                  60, null            , 3/22/2026 , 1/15/2026  ,        69,           76
Ignition Coil                     , null               , null       ,          14,           7,                  70, null            , 2/10/2025 , 4/17/2025  ,        54,           63
Brake Pad Set                     , null               , null       ,          25,         220,                  49, null            , 11/27/2025, 3/26/2026  ,        22,           76
Throttle Body                     , null               , null       ,          38,         880,                  89, null            , 8/4/2025  , 6/22/2025  ,        82,            2
Clutch Slave Cylinder             , null               , null       ,           4,          93,                  34, null            , 12/4/2025 , 1/28/2025  ,        80,            4
Exhaust Manifold                  , null               , null       ,          36,         197,                  26, null            , 1/11/2025 , 8/27/2025  ,        76,           37
Clutch Disc                       , null               , null       ,           4,         192,                  23, null            , 12/12/2025, 1/2/2026   ,         6,           53
Ball Joint                        , null               , null       ,          29,         389,                  40, null            , 1/2/2026  , 9/30/2025  ,         4,           77
Tie Rod End                       , null               , null       ,          63,         653,                  65, null            , 7/19/2025 , 4/26/2025  ,        21,           59
Automatic Transmission Fluid (ATF), null               , null       ,          54,         935,                  24, null            , 2/20/2026 , 1/22/2026  ,         4,           97
Brake Caliper                     , null               , null       ,          45,         877,                  50, null            , 10/18/2025, 11/24/2025 ,        92,           68
Diesel Engine Oil                 , null               , null       ,           1,         644,                   7, null            , 11/6/2025 , 6/1/2025   ,        44,           25
Ignition Coil                     , null               , null       ,          55,         716,                  79, null            , 3/16/2025 , 1/21/2026  ,        88,           26
Catalytic Converter               , null               , null       ,          47,         565,                  19, null            , 3/25/2026 , 4/24/2025  ,        50,           98
Gear Oil                          , null               , null       ,          51,         707,                  12, null            , 9/3/2025  , 3/24/2026  ,        90,           96
Brake Fluid                       , null               , null       ,          20,         624,                  91, null            , 2/12/2025 , 1/12/2026  ,        27,           59
Alternator                        , null               , null       ,          41,         724,                  43, null            , 5/9/2025  , 7/4/2025   ,        70,           79
Wheel Bearing Hub                 , null               , null       ,          66,         631,                  71, null            , 3/9/2026  , 5/28/2025  ,        91,           26
Catalytic Converter               , null               , null       ,          56,           2,                  81, null            , 1/28/2026 , 10/2/2025  ,         6,           74
Motorcycle Engine Oil             , null               , null       ,           1,         561,                  73, null            , 4/5/2025  , 2/2/2026   ,        60,           30
Shock Absorber                    , null               , null       ,          16,         713,                  24, null            , 10/31/2025, 9/11/2025  ,        35,           66
Manual Transmission Oil           , null               , null       ,          15,         588,                  47, null            , 9/6/2025  , 4/29/2025  ,        43,            9
Radiator                          , null               , null       ,          16,         925,                  16, null            , 4/6/2025  , 12/8/2025  ,        55,           90
Brake Pad Set                     , null               , null       ,          51,         643,                  25, null            , 5/30/2025 , 6/6/2025   ,        54,           82
Strut Assembly                    , null               , null       ,          10,         424,                  39, null            , 4/7/2026  , 9/24/2025  ,        37,           52
Air Filter                        , null               , null       ,          15,         892,                  77, null            , 3/13/2025 , 1/8/2025   ,        97,           79
Ignition Coil                     , null               , null       ,           7,         435,                  67, null            , 8/6/2025  , 10/28/2025 ,        40,           83
Radiator Fan                      , null               , null       ,          11,         694,                  67, null            , 3/6/2026  , 8/12/2025  ,         8,           43
Brake Caliper                     , null               , null       ,          40,         897,                  10, null            , 4/30/2025 , 2/3/2025   ,        82,           64
Manual Transmission Oil           , null               , null       ,          65,         797,                  53, null            , 9/8/2025  , 8/17/2025  ,       100,           13
Valve Cover Gasket                , null               , null       ,          43,          80,                  72, null            , 10/28/2025, 5/30/2025  ,         9,           85
Oxygen Sensor                     , null               , null       ,          51,         418,                   8, null            , 8/14/2025 , 11/16/2025 ,        84,           47
Engine Mount                      , null               , null       ,          41,         106,                  18, null            , 12/23/2025, 4/12/2026  ,        73,           10
Heater Hose                       , null               , null       ,          20,         901,                  47, null            , 2/6/2025  , 1/18/2025  ,        20,           95
Shock Absorber                    , null               , null       ,          19,         261,                  65, null            , 12/5/2025 , 8/7/2025   ,        46,           54
Air Filter                        , null               , null       ,          49,         666,                  46, null            , 10/28/2025, 8/6/2025   ,        90,           32
Brake Pad Set                     , null               , null       ,          63,         641,                  81, null            , 2/15/2026 , 5/4/2025   ,        40,           74
Power Steering Fluid              , null               , null       ,          52,         947,                  43, null            , 10/6/2025 , 2/15/2026  ,        11,           29
Strut Assembly                    , null               , null       ,          47,         651,                  10, null            , 4/14/2025 , 4/23/2025  ,        46,           57
Spark Plug                        , null               , null       ,          19,         353,                  16, null            , 1/30/2026 , 4/2/2025   ,         3,            5
Oxygen Sensor                     , null               , null       ,          50,         665,                  71, null            , 2/16/2025 , 4/19/2026  ,        77,           69
